-0.963300	-2.235000	0.267000	
-2.158700	1.557500	0.163500	
1.464400	1.136900	0.509700	
-6.084100	3.213700	0.075500	
5.917900	3.839900	0.090600	
-5.435200	4.848400	0.109000	
-4.193900	7.127400	0.104600	
2.333300	6.655100	0.092600	
5.926100	5.975200	0.094200	
-5.807800	3.722400	0.078300	
6.245100	-6.847100	0.010100	
-4.942100	-7.144900	0.068100	
-1.240800	-2.293500	0.188400	
6.425800	4.658000	0.119700	
-7.910700	5.039200	-0.000300	
-7.213400	-4.786000	0.078300	
7.727800	0.589600	0.120600	
0.842800	-7.047900	0.099400	
2.003200	-1.454800	0.244500	
-7.842000	1.540000	0.114800	
5.515500	5.271600	0.126600	
-2.116000	7.298000	0.119700	
3.700400	-7.540000	0.095300	
-4.897700	4.993900	0.085800	
2.108600	-6.524900	0.076500	
0.780500	-1.990800	0.392200	
6.905300	-5.341500	0.073000	
-1.729500	-0.774200	0.496900	
2.483400	-0.893400	0.175900	
-1.195900	2.240200	0.213100	
7.723300	-2.971500	0.108400	
-0.240600	1.936400	0.466100	
-6.166200	-4.064600	0.120600	
-2.154000	0.096900	0.386300	
5.168100	7.077200	0.062900	
7.386200	-3.077000	0.122200	
-7.058200	-1.414900	0.104900	
