53.081974, -23.807177
53.081974, -23.637125
53.253206, -22.786869
53.766902, -21.426459
54.109367, -20.576203
54.623063, -19.385844
55.13676, -18.195485
55.307992, -17.345229
55.821689, -16.15487
56.335385, -15.134562
56.677849, -14.284306
57.53401, -13.263998
58.218939, -12.07364
59.246332, -10.883281
59.931261, -9.862973
60.787422, -9.012717
61.643582, -7.822358
63.01344, -6.291897
63.698368, -5.44164
64.554529, -4.421333
65.581922, -3.571076
66.609315, -2.210666
67.465476, -1.190359
68.492869, 0
68.835334, 0.850256
69.862727, 2.210666
70.718888, 3.401025
71.403816, 4.421333
71.746281, 5.271589
72.088745, 6.461948
72.602442, 7.482256
72.944906, 8.672614
73.28737, 9.692922
73.28737, 10.883281
73.629835, 11.903588
73.629835, 12.753845
73.629835, 13.944203
73.629835, 14.964511
73.629835, 15.814767
73.629835, 17.005126
73.629835, 18.535588
73.629835, 19.725946
73.629835, 20.746254
73.629835, 21.59651
73.629835, 22.616818
73.629835, 23.977228
73.629835, 24.827484
73.629835, 25.847792
73.28737, 27.038151
72.944906, 28.058458
72.259977, 29.248817
71.917513, 30.099073
71.575048, 30.94933
70.89012, 31.969637
69.862727, 32.989945
69.006566, 33.840201
67.979173, 34.690457
66.95178, 35.200611
66.266851, 36.050868
65.239458, 36.39097
63.698368, 37.75138
62.499743, 38.601636
61.643582, 39.281841
60.444957, 40.132098
59.417564, 40.642252
57.876475, 41.152405
56.677849, 41.492508
55.821689, 42.002662
54.965528, 42.512815
53.766902, 43.022969
52.397045, 43.703174
51.19842, 44.043277
50.342259, 44.213328
49.486098, 44.723482
48.629937, 45.233636
47.431312, 45.573738
46.232687, 45.913841
45.376526, 45.913841
44.006669, 46.083892
42.294347, 46.253943
40.924489, 46.253943
40.068329, 46.253943
39.212168, 46.253943
38.356007, 46.253943
37.499846, 45.913841
36.643685, 45.743789
34.760131, 45.403687
33.732738, 45.063584
32.534113, 44.383379
30.993023, 43.703174
29.96563, 43.363072
28.938237, 42.172713
28.253309, 41.322457
28.082076, 40.4722
27.910844, 39.451893
27.56838, 38.261534
27.397148, 37.071175
27.225916, 35.710765
27.054683, 34.350355
27.054683, 33.330047
26.883451, 31.969637
26.883451, 30.779278
26.883451, 29.58892
26.883451, 28.398561
26.883451, 27.038151
27.225916, 25.847792
27.225916, 24.31733
27.56838, 23.297023
27.739612, 22.276715
27.739612, 21.256408
27.739612, 20.2361
27.739612, 19.215793
27.739612, 18.365536
27.739612, 17.51528
28.082076, 16.324921
28.082076, 15.304614
28.082076, 13.774152
28.424541, 12.753845
28.424541, 11.563486
28.767005, 10.033024
29.109469, 8.672614
29.109469, 7.822358
29.109469, 6.972102
29.109469, 5.611692
28.938237, 4.421333
28.767005, 3.401025
28.595773, 2.380718
28.424541, 1.530461
28.253309, 0.340103
28.082076, -0.680205
27.739612, -1.700513
27.397148, -3.060923
27.225916, -3.911179
27.054683, -4.761435
26.712219, -6.121845
26.198523, -7.312204
26.02729, -8.332512
25.684826, -9.182768
25.342362, -10.373127
25.171129, -11.563486
24.486201, -13.43405
24.314969, -14.79446
24.143736, -15.984819
23.972504, -16.835075
23.801272, -17.855382
23.801272, -18.705639
23.63004, -19.725946
23.458808, -20.746254
23.458808, -22.106664
23.458808, -22.95692
23.458808, -23.977228
23.287576, -24.827484
23.287576, -26.017843
23.287576, -26.868099
24.143736, -27.718356
25.342362, -28.568612
26.369755, -29.58892
27.225916, -29.929022
28.253309, -30.779278
29.109469, -31.119381
30.136863, -31.459483
31.335488, -31.969637
32.362881, -32.30974
33.390274, -32.819894
34.246435, -33.159996
35.44506, -33.500099
36.472453, -33.840201
37.499846, -33.840201
38.356007, -34.180304
39.3834, -34.180304
40.410793, -34.180304
41.266954, -34.180304
42.294347, -34.010252
43.150508, -33.67015
44.006669, -33.500099
44.862829, -33.159996
45.71899, -32.649842
46.746383, -32.479791
47.602544, -32.139688
48.458705, -32.139688
49.314866, -32.139688
50.171027, -31.799586
50.855955, -30.94933
51.369652, -30.099073
51.540884, -29.248817
51.712116, -28.398561
53.081974, -23.807177
